history;Population;block;Individual;t;Treatment;Transplanting Date;Initial height(cm);Initial height;Flowering date;1cm bud date;Days to flowering;Days to achieve 1 cm bud;Total days;Total days1;Width (cm);Height (cm);vollum (cm3);N? buds;N? leaves;Bud biomass (mg);Roots biomass (mg);Aboveground biomass without leaves(mg);Aboveground biommas(mg);Total biomass(mg);Total.biomass1;root_shoot ratio;Stage;Flowering;Estmating the remain days;;flower sex;SLA LL(cm2/mg);SLA LM(cm2/mg);SLA LH(cm2/mg);SLA (cm2/mg);Fresh weight LL(mg);Turgid weight LL(mg);Dry weight LL(mg);Fresh weight LM(mg);Turgid weight LM(mg);Dry weight LM(mg);Fresh weight LH(mg);Turgid weight LH(mg);Dry weight LH(mg);RWC;Moisture (%);Leaves density;Relative growth rate;initial biomass_exp;initial biomass_linear;relative efficiency index 
AT;#16;3;31;ambient;ambient;20.01.2017;7.2;7.2;23.03.2017;12.04.2017;62;20;82;82;16.3;73.3;15287.94;19;89;3.7;4083.2;13440;13603.6;17690.5;17.6905;0.3;5;1;;;M;0.278;0.388;0.298;0.321;46.8;71.8;16.1;535.2;688.9;111.3;170.3;235.3;36.2;0.653;10.2;1.21;0.81;13.42553378;37.40334;66.1
AT;#16;3;19;elevated;elevated;20.01.2017;11;11;05.04.2017;19.04.2017;75;14;89;NA;12.1;83.7;9619.8;6;74;2.8;3380.7;14170;14443.3;17826.8;17.8268;0.23;3;1;10.107;;M;0.202;0.162;0.167;0.177;43.8;64.6;17.2;508;658.4;184.4;182.7;237;71.7;0.638;7.4;0.88;0.82;36.15195401;93.9994;1.07
AT;#16;3;2;elevated;elevated;20.01.2017;4.7;4.7;15.03.2017;18.04.2017;54;34;88;NA;17.9;90.9;22863.34;10;113;1;5387.4;12520;12777.7;18166.1;18.1661;0.42;3;1;10.107;;M;0.244;0.266;0.304;0.271;35.6;45.4;12.7;633.7;754.9;196.9;206.6;287.2;48.1;0.715;10.25;1.24;0.98;6.996890947;0.16909;1.27
AT;#16;3;28;ambient;ambient;20.01.2017;11.2;11.2;;20.04.2017;NA;NA;NA;NA;15.4;79.6;14819.18;1;87;NA;3581.5;14770;15016.9;18598.4;18.5984;0.24;1;1;17.2354;;M;0.365;0.671;0.246;0.427;30;41.9;8.3;752.3;902.1;180.3;191.1;237.4;58.3;0.727;14.6;1.09;0.76;38.086748;96.97814;68.4
AT;#16;3;22;elevated;elevated;20.01.2017;11.4;11.4;23.03.2017;16.04.2017;62;24;86;86;19.1;88;25201.07;4;131;3.1;2620.7;15790;16144;18767.8;18.7678;0.16;5;1;;;M;0.322;0.281;0.181;0.261;24.9;33.8;8.3;985.2;1107.5;259.4;227.2;267.5;86.3;0.761;17.2;1.49;0.89;40.12508902;99.95688;1.13
AT;#16;3;32;elevated;elevated;20.01.2017;10.6;10.6;23.03.2017;12.04.2017;62;20;82;82;16.3;93.2;19438.41;10;77;2.3;3135.4;15580;15869.2;19006.9;19.0069;0.2;5;1;;;M;0.347;0.12;0.122;0.196;56;70;16.1;334;422.5;213;103.1;119;60.1;0.683;10.35;0.83;1.01;32.57223375;88.04192;1.22
AT;#16;3;23;ambient;ambient;20.01.2017;9.4;9.4;05.03.2017;22.03.2017;44;17;61;61;17.7;80.7;19846.76;11;105;3.3;3279.7;15610;16125.8;19408.8;19.4088;0.2;5;1;;;M;0.298;0.186;0.197;0.227;46.7;62.9;13.2;976.7;1126.8;331;497.3;644;171.6;0.725;10.7;1.3;1.17;23.82291184;70.16948;71.3
AT;#16;3;27;ambient;ambient;20.01.2017;10.3;10.3;02.03.2017;19.04.2017;41;48;89;NA;23.1;82.5;34557.92;16;96;0.9;4452.2;15960;16220.5;20673.6;20.6736;0.27;2;1;13.6712;;M;0.274;0.187;0.184;0.215;57;62;15.7;429.6;562.4;145.8;273.3;318.7;99;0.789;9.7;1.16;0.81;30.1220391;83.57381;72.2
AT;#16;3;14;ambient;ambient;20.01.2017;20.3;20.3;23.03.2017;10.04.2017;62;18;80;80;16.7;103.4;22637.22;17;125;3;4341.6;17160;17356.2;21700.8;21.7008;0.25;5;1;;;M;0.434;0.288;0.215;0.312;40.4;58.7;8.8;454.3;549.2;124.9;199;248.7;62.5;0.714;15.8;1.21;1.04;408.3101675;232.51081;83.1
AT;#16;3;9;ambient;ambient;20.01.2017;17.6;17.6;23.03.2017;18.04.2017;62;26;88;NA;16;117.2;23552.51;4;192;6.4;6017.3;21860;22053.1;28076.8;28.0768;0.27;5;1;;;M;0.324;0.212;0.239;0.258;63.8;73.5;17.8;137;163.9;46.3;398.7;472.9;129;0.794;14.15;1.64;1.13;201.986164;192.29782;99.6
AT;#16;3;26;ambient;ambient;NA;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.82985425;-10.2565;NA
AT;#16;3;34;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#20;5;45;ambient;ambient;20.01.2017;NA;5;;20.04.2017;NA;NA;NA;NA;11.1;29.5;2853.24;1;31;NA;2242.8;2150;2304.3;4547.1;NA;0.97;1;1;17.2354;;M;0.338;0.268;0.282;0.296;31.9;38.8;9.2;370.7;512.1;112.1;106.3;174;33;0.644;36.25;1.05;0.27;7.566033849;4.6372;24.5
ET;#20;5;10;elevated;elevated;20.01.2017;6.2;6.2;24.02.2017;06.03.2017;35;10;45;45;20.8;39.2;13313.2;25;71;8.6;1671.9;4740;4959.4;6639.9;6.6399;0.34;5;1;;;M;0.456;0.413;0.27;0.38;31.3;42.2;6.8;794.8;1126.3;150.1;220.8;318.3;62.5;0.657;16.3;1.81;0.73;10.34477333;22.50964;0.48
ET;#20;5;38;elevated;elevated;20.01.2017;8.5;8.5;01.03.2017;09.03.2017;40;8;48;48;16.9;57.7;12936.56;5;86;1.2;2245.1;5610;5833;8079.3;8.0793;0.38;5;1;;;M;0.456;0.479;0.283;0.406;676;903.3;115.6;65.6;92.4;14.5;359.3;519.3;92.9;0.664;13.85;1.49;1.03;18.84105942;56.76515;0.72
ET;#20;5;5;elevated;elevated;20.01.2017;19.8;19.8;24.02.2017;02.03.2017;35;6;41;41;20.3;58.3;18859.5;6;84;3.8;2004.7;6050;6198.2;8206.7;8.2067;0.32;5;1;;;M;0.517;0.407;0.453;0.459;62.8;87.3;12.2;583.1;783.1;129.1;29.8;37.5;6.9;0.705;7.15;1.44;0.94;358.4139488;225.06396;0.56
ET;#20;5;21;elevated;elevated;20.01.2017;14.9;14.9;27.02.2017;07.03.2017;38;8;46;46;19.9;59.6;18527.72;11;111;1.6;1584.7;7720;7935.8;9522.1;9.5221;0.2;5;1;;;M;0.401;0.278;0.294;0.324;64.4;83;13.3;532.8;669.4;123.4;271.6;434.7;79.1;0.675;13.1;1.86;0.97;99.9201433;152.08483;0.65
ET;#20;5;2;ambient;ambient;20.01.2017;16.1;16.1;23.02.2017;01.03.2017;34;6;40;40;18.6;57.8;15697.24;3;111;2.6;2421.4;8020;8291.1;10715.1;10.7151;0.29;5;1;;;M;0.352;0.281;0.299;0.311;335.8;425.2;68.4;800;1049.6;188.5;51.7;77.2;14.2;0.685;14.4;1.92;1.04;136.6173155;169.95727;41.7
ET;#20;5;42;elevated;elevated;20.01.2017;NA;0.4;09.03.2017;03.04.2017;48;25;73;73;18.4;42.1;11188.9;15;79;2.9;3921;7120;7339.1;11263;11.263;0.53;5;1;;;M;0.338;0.255;0.548;0.38;54.1;64.1;14.6;594.6;687.4;179.1;187.8;207.9;25.4;0.835;10.6;1.88;0.57;2.280865098;-63.87382;0.61
ET;#20;5;39;elevated;elevated;20.01.2017;3;0.5;09.03.2017;21.03.2017;48;12;60;60;19.3;58;16959.47;6;84;2.3;2477.4;8560;8917.9;11397.6;11.3976;0.28;5;1;;;M;0.415;0.217;0.179;0.27;77.7;93.3;17.1;978.2;1120.8;279.4;217.9;272.9;61.4;0.789;8.75;1.45;0.96;2.341103735;-62.38445;0.84
ET;#20;5;19;elevated;elevated;20.01.2017;13.6;13.6;06.03.2017;14.03.2017;45;8;53;53;18.1;64.3;16536.28;6;112;6.4;2795.4;8880;9076.1;11877.9;11.8779;0.31;5;1;;;M;0.368;0.351;0.306;0.341;574.3;642.6;92.7;31.7;39.2;7.7;310.5;395.3;95.7;0.785;11.7;1.74;0.96;71.19988477;132.72302;0.74
ET;#20;5;31;ambient;ambient;20.01.2017;5;6;01.03.2017;15.03.2017;40;14;54;54;25.4;51.6;26132.85;11;99;5.7;2328.5;9390;9677.4;12011.6;12.0116;0.24;5;1;;;M;0.48;0.294;0.511;0.428;85.8;106.7;22.1;790.8;872.3;258.1;28.3;34.3;7.2;0.8;13.5;1.92;0.84;9.819262326;19.5309;45.6
ET;#20;5;18;elevated;elevated;20.01.2017;12.6;12.6;15.03.2017;22.03.2017;54;7;61;61;16.3;79.2;16518.48;4;77;1.5;3417.3;8740;9066.6;12485.4;12.4854;0.38;5;1;;;M;0.237;0.223;0.213;0.224;98;113.7;33.5;818.4;925.8;212.9;253.8;312.3;80.2;0.801;10.5;0.97;1.09;54.86163016;117.82932;0.97
ET;#20;5;44;elevated;elevated;20.01.2017;NA;0.5;09.03.2017;29.03.2017;48;20;68;68;14.5;77;12708.56;9;73;1.5;2473.2;9990;10359.1;12833.8;12.8338;0.24;5;1;;;M;0.365;0.219;0.243;0.276;94.7;119.4;23.2;773.6;957.3;243.2;342.4;419.1;102.7;0.748;9.5;0.95;1.13;2.341103735;-62.38445;1.12
ET;#20;5;23;ambient;ambient;20.01.2017;15.5;15.5;02.03.2017;16.03.2017;41;14;55;55;15.9;76.7;15221.56;7;82;3.1;3401.8;9530;9743.8;13148.7;13.1487;0.35;5;1;;;M;0.327;0.227;0.263;0.272;77.1;108.3;23.2;560.9;722.8;180.2;33.4;45.4;10.4;0.664;16.95;1.07;1.11;116.8367312;161.02105;61.2
ET;#20;5;40;ambient;ambient;20.01.2017;3.4;3.4;23.03.2017;16.04.2017;62;24;86;86;19.5;59.2;17670.98;10;85;6;3614.7;9340;9661.2;13281.9;13.2819;0.37;5;1;;;M;0.268;0.186;0.189;0.214;62.5;81.3;19.2;702.1;783.2;254.2;142.5;186.1;47.8;0.743;30.7;1.44;0.65;4.985759755;-19.19272;55.8
ET;#20;5;12;elevated;elevated;20.01.2017;16.1;16.1;09.03.2017;20.03.2017;48;11;59;59;14.9;74.7;13018.56;13;147;10.8;3216.8;10700;10925.1;14152.7;14.1527;0.29;5;1;;;M;0.346;0.254;0.213;0.271;37.5;47.4;10.7;480;617.1;141.6;215.2;304.3;72.8;0.686;10.3;1.97;0.99;136.6173155;169.95727;0.85
ET;#20;5;11;elevated;elevated;20.01.2017;18;18;03.03.2017;16.03.2017;42;13;55;55;19.6;54.8;16525.79;8;98;2.3;3792.1;10090;10392.2;14186.6;14.1866;0.36;5;1;;;M;0.411;0.292;0.291;0.331;61.9;87.2;17.1;616.9;758.4;189.5;292.1;376.8;95.6;0.696;10.65;1.79;0.67;224.1846404;198.2553;0.54
ET;#20;5;30;elevated;elevated;20.01.2017;7.3;7.3;01.03.2017;20.03.2017;40;19;59;59;16.5;70.8;15131.11;1;97;4.6;3366.6;10600;11005.5;14376.7;14.3767;0.31;5;1;;;M;0.313;0.2;0.221;0.245;79.9;110.3;20.3;777.5;1093.2;252.7;362.3;480;132.5;0.649;10.3;1.37;1.08;13.78010796;38.89271;0.93
ET;#20;5;34;elevated;elevated;20.01.2017;5.3;5.3;15.03.2017;03.04.2017;54;19;73;73;16.5;73.8;15772.26;11;67;4.4;4198.9;10010;10347.1;14550.4;14.5504;0.41;5;1;;;M;0.279;0.2;0.186;0.222;44.8;54.8;13.4;688.6;865.1;235.7;240.6;308.9;88;0.723;11.1;0.91;0.94;8.181472118;9.10531;1
ET;#20;5;33;elevated;elevated;20.01.2017;6.9;6.9;09.03.2017;22.03.2017;48;13;61;61;22;63.2;24012.21;6;108;1.9;3144.6;11170;11500.1;14646.6;14.6466;0.27;5;1;;;M;0.565;0.237;0.188;0.33;57.2;102.7;9.8;714.8;833.2;209.6;293.2;365.2;110.7;0.679;11.15;1.71;0.92;12.41561929;32.93523;0.82
ET;#20;5;6;elevated;elevated;20.01.2017;9.9;9.9;01.03.2017;20.03.2017;40;19;59;59;14.6;81.3;13603.98;10;98;3.6;2764.4;12960;13395.1;16163.1;16.1631;0.21;5;1;;;M;0.242;0.194;0.195;0.21;37.3;47.8;14.4;705.7;881.3;261.8;401.2;532.7;158.9;0.683;11;1.21;1.21;27.13939331;77.61633;1.04
ET;#20;5;15;elevated;elevated;20.01.2017;15.9;15.9;20.03.2017;10.04.2017;59;21;80;80;10.2;90.8;7415.76;8;74;4.4;3000.7;12950;13174.4;16179.5;16.1795;0.23;5;1;;;M;0.317;0.246;0.175;0.246;61.2;84.1;18.2;390.7;518.4;132.4;187.9;271.9;73.8;0.633;8.1;0.81;0.94;129.6772019;166.97853;1.09
ET;#20;5;7;elevated;elevated;20.01.2017;19.4;19.4;23.03.2017;12.04.2017;62;20;82;82;11.5;72.3;7505.91;6;102;3.2;4054.3;11930;12268.2;16325.7;16.3257;0.33;5;1;;;M;0.283;0.205;0.185;0.224;85.7;105;28.7;706.2;873;242;203.7;254.6;67.5;0.737;10.95;1.41;0.65;322.9242579;219.10648;0.77
ET;#20;5;1;elevated;elevated;20.01.2017;15.7;15.7;02.03.2017;20.03.2017;41;18;59;59;21.4;71.6;25740.1;12;109;1.4;3857.3;12140;12552;16410.7;16.4107;0.31;5;1;;;M;0.301;0.176;0.221;0.233;87.4;130.5;25.3;902.1;1146.6;292.8;280.8;394.7;93.9;0.642;12.3;1.52;0.95;123.0896436;163.99979;0.82
ET;#20;5;14;ambient;ambient;20.01.2017;15.9;15.9;01.03.2017;13.03.2017;40;12;52;52;15.2;91.7;16631.3;11;121;3.9;3340.8;13280;13535.7;16880.4;16.8804;0.25;5;1;;;M;0.412;0.206;0.2;0.273;96;115.1;19.6;667.9;783.3;225.7;27.3;37.6;10.4;0.738;12.4;1.32;1.46;129.6772019;166.97853;75.8
ET;#20;5;8;ambient;ambient;20.01.2017;7.6;7.6;03.03.2017;27.03.2017;42;24;66;66;18.8;80.9;22445.74;7;106;2.5;4069.1;12530;12889.4;16961;16.961;0.32;5;1;;;M;0.242;0.185;0.174;0.201;57.5;71.1;17.3;759.6;877;234.4;300.8;401.4;107.7;0.741;16;1.31;1.11;14.90101304;43.36082;73.3
ET;#20;5;29;elevated;elevated;20.01.2017;5.1;5.1;03.03.2017;03.04.2017;42;31;73;73;15.1;87.5;15661.44;13;83;2.7;3343.8;13270;13655.2;17001.7;17.0017;0.24;5;1;;;M;0.34;0.192;0.153;0.228;64.1;88.9;20.8;642.8;892.6;244.2;325.1;438.5;120.2;0.631;11.65;0.95;1.13;7.765856087;6.12657;1.2
ET;#20;5;22;elevated;elevated;20.01.2017;9.1;9.1;15.03.2017;03.04.2017;54;19;73;73;14;93.7;14416.68;6;100;4.1;3427.4;13440;13818.3;17249.8;17.2498;0.25;5;1;;;M;0.294;0.237;0.17;0.234;57.1;68.4;17.2;915.8;1141.5;257.4;297.6;366.5;103.7;0.754;12.35;1.07;1.16;22.03087107;65.70137;1.23
ET;#20;5;37;ambient;ambient;20.01.2017;5.2;5.2;03.03.2017;28.03.2017;42;25;67;67;19;69.4;19666.92;15;102;4.2;3389.7;13800;14093.9;17487.8;17.4878;0.24;5;1;;;M;0.325;0.195;0.21;0.243;63.3;80.8;19.2;557;681.1;200.4;203.2;260;74.3;0.717;14.05;1.47;0.96;7.970955718;7.61594;64.2
ET;#20;5;20;ambient;ambient;20.01.2017;9;9;15.03.2017;10.04.2017;54;26;80;80;16.1;80.3;16339.43;7;77;2.4;3778.9;14030;14173.6;17954.9;17.9549;0.27;5;1;;;M;0.402;0.282;0.632;0.438;46.6;56;11.3;390.5;458.9;111.2;156.3;203;21.1;0.779;18.4;0.96;0.89;21.46399757;64.212;71.3
ET;#20;5;24;ambient;ambient;20.01.2017;19;19;15.03.2017;21.03.2017;54;6;60;60;14.6;78.8;13185.65;8;106;2.4;3994.3;13640;14094.1;18090.8;18.0908;0.28;5;1;;;M;0.416;0.183;0.176;0.259;61.1;77.8;13.6;806.4;958.2;272.7;424.6;564.6;167.8;0.722;15.25;1.35;1;290.9487108;213.149;59.8
ET;#20;5;9;ambient;ambient;20.01.2017;11.2;11.2;03.03.2017;15.03.2017;42;12;54;54;18.5;85.8;23051.56;6;114;0.6;2294.1;15690;15996.7;18291.4;18.2914;0.14;5;1;;;M;0.448;0.253;0.338;0.346;80.3;95.1;20.9;823.4;908.3;277.3;30.5;39.3;8.5;0.793;15.25;1.33;1.38;38.086748;96.97814;74.6
ET;#20;5;16;ambient;ambient;20.01.2017;14.1;14.1;23.03.2017;03.04.2017;62;11;73;73;16.3;88.8;18520.72;8;65;5.3;3772.9;14330;14806.4;18584.6;18.5846;0.25;5;1;;;M;0.316;0.197;0.179;0.231;71.4;86.9;18.2;1088.2;1243.4;328.2;389.8;499.8;130;0.769;17.65;0.73;1.02;81.1119014;140.16987;74.7
ET;#20;5;25;ambient;ambient;20.01.2017;NA;NA;15.03.2017;10.04.2017;54;26;80;80;13.3;109.6;15218.91;9;71;4.7;4385.3;13840;14222.2;18612.2;18.6122;0.31;5;1;;;M;0.433;0.183;0.196;0.27;68;91.2;18.7;707.9;891.1;258.6;311.1;429.1;104.9;0.675;14;0.65;NA;#VALUE!;#VALUE!;NA
ET;#20;5;26;ambient;ambient;20.01.2017;6.8;6.8;03.04.2017;20.04.2017;73;17;90;90;13.4;88.5;12474.48;15;102;0.6;5204.6;13340;13565;18770.2;18.7702;0.38;2;1;13.6712;;M;0.349;0.29;0.233;0.291;51;65.1;17.9;464.1;587.6;147.6;192.9;237.1;59.5;0.724;15.35;1.15;0.91;12.09615459;31.44586;81.7
ET;#20;5;17;ambient;ambient;20.01.2017;13.5;13.5;23.03.2017;10.04.2017;62;18;80;80;18.1;90.6;23299.95;8;54;2.6;3014.3;15730;16112.7;19129.6;19.1296;0.19;5;1;;;M;0.302;0.232;0.221;0.252;68.8;87.9;21.7;684.7;900.9;223;382.7;526.9;138;0.674;17;0.6;0.96;69.36784974;131.23365;77.1
ET;#20;5;27;elevated;elevated;20.01.2017;4.2;4.2;15.03.2017;10.04.2017;54;26;80;80;17.1;72.6;16664.74;12;97;3.3;4145.6;14830;15121.1;19270;19.27;0.27;5;1;;;M;0.397;0.221;0.288;0.302;32.1;46.2;8.6;624.4;854.2;191.8;302;400.4;90.7;0.653;11.15;1.34;0.86;6.1418586;-7.27776;1
ET;#20;5;4;elevated;elevated;20.01.2017;14.6;14.6;23.03.2017;03.04.2017;62;11;73;73;14.2;79.4;12568.02;8;131;1;3801.6;15200;15534;19336.6;19.3366;0.24;5;1;;;M;0.263;0.227;0.205;0.231;83;104.4;26.7;708.7;815.4;221.2;261.6;316;86.1;0.769;13.05;1.65;0.89;92.40380893;147.61672;0.94
ET;#20;5;32;ambient;ambient;20.01.2017;9.1;9.1;15.03.2017;06.04.2017;54;22;76;76;16.3;96.1;20043.26;11;75;2;3908.5;15210;15507.3;19417.8;19.4178;0.25;5;1;;;M;0.247;0.167;0.196;0.203;81.2;113.5;23.4;568;749.2;187.7;274.8;362.3;86.2;0.667;13.3;0.78;1.14;22.03087107;65.70137;87
ET;#20;5;35;ambient;ambient;20.01.2017;6.9;6.9;03.04.2017;19.04.2017;73;16;89;89;15.5;85.6;16143.84;8;113;0.6;3980.2;15660;15964.4;19945.2;19.9452;0.25;2;1;13.6712;;M;0.273;0.171;0.149;0.198;37;45.7;11.1;581;729.7;215.7;217.7;282.6;77.6;0.714;13.05;1.32;0.88;12.41561929;32.93523;78.7
ET;#20;5;13;ambient;ambient;20.01.2017;14.6;14.6;04.04.2017;18.04.2017;74;14;88;88;23.2;106;44786.95;12;88;2.1;3795.7;16030;16421.7;20219.5;20.2195;0.23;3;1;10.107;;M;0.248;0.195;0.168;0.204;38.2;51.7;13.5;797.3;936.2;267.1;282.6;322.9;111.1;0.75;15.55;0.83;1.04;92.40380893;147.61672;91.4
ET;#20;5;36;ambient;ambient;20.01.2017;6.1;6.1;23.03.2017;16.04.2017;62;24;86;86;13.7;96.2;14173.79;12;77;2.2;4260.3;16280;16683;20945.5;20.9455;0.26;5;1;;;M;0.279;0.199;0.152;0.21;60;81.9;17.4;664.7;762.3;243.4;407.6;476;142.2;0.756;20.55;0.8;1.05;10.07859331;21.02027;90.1
ET;#20;5;3;ambient;ambient;20.01.2017;16.2;16.2;20.03.2017;06.04.2017;59;17;76;76;15.6;90.8;17346.21;10;115;3.8;5136.7;18490;18865.9;24006.4;24.0064;0.27;5;1;;;M;0.243;0.138;0.174;0.185;58.6;78.7;15.2;655.3;769.5;253.6;311.8;369.5;107.1;0.747;14.25;1.27;0.98;140.2254381;171.44664;74.6
ET;#20;5;28;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#20;5;41;ambient;ambient;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#20;5;43;ambient;ambient;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#20;5;46;elevated;elevated;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#20;5;47;ambient;ambient;20.01.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#VALUE!;#VALUE!;NA
ET;#4;2;4;elevated;elevated;20.01.2017;3.1;3.1;28.02.2017;09.03.2017;39;9;48;48;18.1;43.9;11289.93;10;120;2.4;2559;5000;5118.7;7680.1;7.6801;0.5;5;1;;;M;0.644;0.336;0.412;0.464;43.4;64.4;6.3;437.8;611.7;108.8;16.3;27.9;3.6;0.605;9.15;2.73;0.85;4.610713881;-23.66083;0.68
ET;#4;2;15;ambient;ambient;20.01.2017;9.6;9.6;22.02.2017;02.03.2017;33;8;41;41;21.3;45.6;16240.29;16;118;4.2;1667.2;6060;6249.1;7920.5;7.9205;0.27;5;1;;;M;0.285;0.563;0.142;0.33;764.3;967.1;146.6;33.3;48.8;6.3;130.1;210.8;36.2;0.642;15.2;2.59;0.88;25.09787547;73.14822;36
ET;#4;2;11;elevated;elevated;20.01.2017;9.2;9.2;22.02.2017;02.03.2017;33;8;41;41;18.3;47.8;12566.08;16;66;4.6;2109.4;5720;5959.8;8073.8;8.0738;0.35;5;1;;;M;0.313;0.332;0.291;0.312;51.9;65;15.2;708.7;874.5;169.9;181.5;278.4;54.7;0.689;15.15;1.38;0.94;22.61271593;67.19074;0.65
ET;#4;2;12;elevated;elevated;20.01.2017;10.9;10.9;23.02.2017;27.02.2017;34;4;38;38;18.4;41.6;11056.02;6;79;6.2;2672.5;5590;5826.1;8504.8;8.5048;0.46;5;1;;;M;0.294;0.224;0.241;0.253;44.7;64;11.2;725;1133.1;185.5;137.8;235.1;39.4;0.569;12.7;1.9;0.81;35.22173276;92.51003;0.51
ET;#4;2;3;elevated;elevated;20.01.2017;4.7;4.7;22.02.2017;06.03.2017;33;12;45;45;24.6;54.2;25747.74;14;82;7.2;2244.7;6130;6295.6;8547.5;8.5475;0.36;5;1;;;M;0.439;0.304;0.313;0.352;46.5;72.7;9.1;582.1;847.3;152.3;14.8;22;4.2;0.601;11.25;1.51;1.1;6.996890947;0.16909;0.83
ET;#4;2;13;elevated;elevated;20.01.2017;NA;0.4;27.02.2017;09.03.2017;38;10;48;48;14.8;61.2;10523.12;16;117;1.9;1621.8;6990;7140.7;8764.4;8.7644;0.23;5;1;;;M;0.694;0.338;0.531;0.521;27.5;33.9;3.9;479.8;598.7;142.6;25.6;35.2;4.2;0.739;9.6;1.91;1.27;2.280865098;-63.87382;1.02
ET;#4;2;1;elevated;elevated;20.01.2017;6.7;6.7;01.03.2017;07.03.2017;40;6;46;46;17.2;59.2;13748.28;8;109;8.1;2613.5;8170;8454.7;11076.3;11.0763;0.31;5;1;;;M;0.373;0.199;0.219;0.264;32.9;49.7;7.6;536.3;718.3;183.5;293.2;391.5;93.6;0.644;12.3;1.84;1.14;11.78491001;29.95649;0.88
ET;#4;2;2;elevated;elevated;20.01.2017;14.2;14.2;24.02.2017;06.03.2017;35;10;45;45;19.4;60.2;17785.64;26;128;6.1;1805.5;9080;9271.4;11083;11.083;0.19;5;1;;;M;0.362;0.288;0.276;0.308;25.9;33.8;6;480.8;624.2;122;222.8;323.9;63.4;0.681;11.65;2.13;1.02;83.25410192;141.65924;0.77
ET;#4;2;8;ambient;ambient;20.01.2017;4.4;4.4;27.02.2017;14.03.2017;38;15;53;53;22.5;56.3;22373.97;22;116;4.6;2664.9;8910;9150.5;11820;11.82;0.29;5;1;;;M;0.395;0.205;0.3;0.3;50.1;64.5;11.5;757.7;852.3;221.1;29.5;35.4;7.9;0.788;11.1;2.06;0.98;6.470560918;-4.29902;51.9
ET;#4;2;9;elevated;elevated;20.01.2017;4.1;4.1;02.03.2017;21.03.2017;41;19;60;60;20.1;58.2;18458;13;107;4.3;2675.1;9110;9424.5;12103.9;12.1039;0.28;5;1;;;M;0.241;0.306;0.189;0.245;740.1;849.3;200.1;62.2;72.7;19.5;256.3;318.3;94.9;0.786;14.55;1.84;0.9;5.983823231;-8.76713;0.91
ET;#4;2;7;ambient;elevated;20.01.2017;NA;0.5;05.04.2017;20.04.2017;75;15;90;90;11.7;57;6125.14;4;58;NA;3780.2;8270;8475;12255.2;12.2552;0.45;2;1;13.6712;;M;0.292;0.286;0.252;0.276;41;52.1;13.5;503;625.9;152.2;127;165.6;39.3;0.716;17.55;1.02;0.63;2.341103735;-62.38445;0.95
ET;#4;2;17;ambient;ambient;20.01.2017;3.6;3.6;03.03.2017;23.03.2017;42;20;62;62;23;82.9;34425.47;15;113;6.3;2553.8;13860;14232.2;16792.3;16.7923;0.18;5;1;;;M;0.199;0.238;0.43;0.289;33.8;39.2;8.7;870.9;985.3;268.4;286;328.7;95.1;0.827;24.1;1.36;1.28;5.252589536;-16.21398;79.3
ET;#4;2;5;ambient;ambient;20.01.2017;12.2;12.2;30.03.2017;19.04.2017;69;20;89;89;22.3;77.9;30410.03;12;88;2.4;2519;14830;15238;17759.4;17.7594;0.17;5;1;2.9786;;M;0.321;0.177;0.162;0.22;82.2;107;21.6;886.9;1088.8;271.9;308;387.4;114.5;0.724;11.5;1.13;0.74;49.42930169;111.87184;65.7
